,DD,HD,Variant_HD,Variant_DD,Position,Hydrogen Bonds_ALA,Hydrogen Bonds_ARG,Hydrogen Bonds_GLN,Hydrogen Bonds_GLU,Hydrogen Bonds_GLY,Hydrogen Bonds_HYP,Hydrogen Bonds_LEU,Hydrogen Bonds_PRO
21447,0.5,0.57,5,1,6,0.0,1.0,0.06,0.03,0.87,0.19,0.0,0.0
21448,0.5,0.57,5,1,7,1.77,0.0,0.68,0.0,0.29,1.68,0.61,0.0
21449,0.5,0.57,5,1,8,1.13,0.39,0.0,0.61,1.94,1.74,0.0,0.0
21450,0.5,0.57,5,1,9,1.55,0.9,0.16,0.55,0.65,2.55,0.0,0.0
21451,0.5,0.57,5,1,10,0.9,0.0,0.55,0.0,0.0,2.29,0.0,0.0
21452,0.5,0.57,5,1,11,0.0,1.0,0.06,0.35,1.03,3.77,0.0,0.0
21453,0.5,0.57,5,1,12,0.0,0.94,0.0,0.61,0.0,1.94,0.0,0.0
21454,0.5,0.57,5,1,13,0.0,0.23,0.0,0.45,0.1,2.39,0.0,0.23
21455,0.5,0.57,5,1,14,0.71,0.0,0.16,0.84,0.06,0.52,0.0,0.29
21456,0.5,0.57,5,1,15,0.42,0.0,0.58,0.74,0.0,2.16,0.0,0.42
21457,0.5,0.57,5,1,16,0.06,0.0,0.68,0.16,0.35,1.94,0.0,1.0
21458,0.5,0.57,5,1,17,0.0,0.68,0.1,1.0,0.68,1.39,0.0,0.61
21459,0.5,0.57,5,1,18,0.0,0.32,0.0,0.94,1.1,3.26,0.0,0.0
21460,0.5,0.57,5,1,19,1.84,0.0,0.97,0.97,0.03,0.52,0.0,0.0
21461,0.5,0.57,5,1,20,0.45,0.13,0.0,0.0,1.1,2.42,0.0,0.0
21462,0.5,0.57,5,1,21,0.0,1.0,0.0,0.0,1.19,2.9,0.0,0.0
21463,0.5,0.57,5,1,22,0.29,0.16,0.0,0.03,0.03,1.55,0.0,0.0
21464,0.5,0.57,5,1,23,0.87,0.0,0.45,1.0,1.48,1.16,0.29,0.0
21465,0.5,0.57,5,1,24,0.0,0.81,0.0,0.19,1.0,1.71,0.77,1.0
21466,0.5,0.57,5,1,25,0.97,0.0,0.23,0.74,1.16,1.87,0.0,0.97
21467,0.5,0.57,5,1,26,0.84,0.0,0.94,0.0,0.65,2.77,0.0,0.0
21468,0.5,0.57,5,1,27,0.0,0.97,0.0,0.0,1.0,1.84,0.0,0.0
21469,0.5,0.57,5,1,28,0.68,0.0,0.0,1.0,0.16,2.97,0.0,0.0
21470,0.5,0.57,5,1,29,0.0,0.06,0.0,0.0,0.0,3.81,0.0,0.0
21471,0.5,0.57,5,1,30,0.06,0.0,0.97,0.0,0.16,1.16,0.0,0.0
21472,0.5,0.57,5,1,31,0.0,0.06,0.58,0.94,0.0,0.0,0.0,0.94
21473,0.5,0.57,5,1,32,0.94,0.0,0.0,1.0,1.0,0.48,0.77,0.0
21474,0.5,0.57,5,1,33,0.0,0.0,0.0,0.0,1.29,3.68,0.0,0.0
21475,0.5,0.57,5,1,34,0.0,0.0,0.0,0.77,0.97,0.48,0.0,0.0
21476,0.5,0.57,5,1,35,0.19,0.0,0.9,0.0,0.0,4.48,0.0,0.0
21477,0.5,0.57,5,1,36,0.0,0.03,0.0,0.0,1.81,1.61,0.0,0.0
21478,0.5,0.57,5,1,37,0.0,0.71,0.0,0.94,0.19,1.65,0.0,0.0
21479,0.5,0.57,5,1,38,0.52,0.0,0.97,0.0,0.16,3.9,0.0,0.0
21480,0.5,0.57,5,1,39,0.94,0.48,0.45,0.0,0.87,2.48,0.13,0.0
21481,0.5,0.57,5,1,40,0.74,0.0,0.45,0.06,1.0,0.97,0.0,0.0
21482,0.5,0.57,5,1,41,0.87,0.0,0.94,1.0,0.23,0.39,0.0,0.0
21483,0.5,0.57,5,1,43,0.84,0.03,0.03,0.32,0.0,2.65,0.0,0.0
21484,0.5,0.57,5,2,1,0.81,0.81,0.0,0.29,0.9,4.1,0.0,0.0
21485,0.5,0.57,5,2,2,0.65,0.0,0.0,0.0,0.42,2.68,0.0,0.0
21486,0.5,0.57,5,2,3,0.0,0.35,0.0,0.0,0.42,4.42,0.0,0.0
21487,0.5,0.57,5,2,4,0.0,0.0,0.0,0.97,0.39,4.55,0.0,0.0
21488,0.5,0.57,5,2,5,0.55,0.0,0.87,0.0,0.0,2.23,0.0,0.0
21489,0.5,0.57,5,2,6,0.06,1.0,0.0,0.94,1.06,1.06,0.0,0.0
21490,0.5,0.57,5,2,7,0.74,0.0,0.0,1.03,2.55,2.06,0.84,1.26
21491,0.5,0.57,5,2,8,0.45,0.0,0.03,1.0,0.84,0.52,0.0,0.0
21492,0.5,0.57,5,2,9,0.42,0.84,0.0,0.58,0.29,1.13,0.87,0.0
21493,0.5,0.57,5,2,10,1.61,0.0,1.74,0.84,2.13,0.0,0.0,0.0
21494,0.5,0.57,5,2,11,0.19,0.13,0.68,0.39,0.74,2.1,0.0,0.0
21495,0.5,0.57,5,2,12,0.0,0.55,0.0,0.0,1.13,3.42,0.0,0.13
21496,0.5,0.57,5,2,13,0.39,0.0,0.61,0.0,1.9,1.97,0.0,0.0
21497,0.5,0.57,5,2,14,0.0,0.84,0.0,0.52,0.84,0.97,0.0,0.0
21498,0.5,0.57,5,2,15,1.52,0.84,0.94,0.0,0.74,1.9,0.0,0.26
21499,0.5,0.57,5,2,16,0.97,0.71,0.0,0.23,0.0,2.32,0.0,0.0
21500,0.5,0.57,5,2,17,0.0,0.0,0.0,0.0,2.42,3.16,0.0,0.0
21501,0.5,0.57,5,2,18,0.65,0.23,0.9,0.94,1.52,0.19,0.1,0.06
21502,0.5,0.57,5,2,19,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.1
21503,0.5,0.57,5,2,20,1.19,0.1,0.0,0.0,0.45,0.35,0.0,0.0
21504,0.5,0.57,5,2,21,0.52,0.0,0.58,0.9,1.06,0.84,0.0,0.03
21505,0.5,0.57,5,2,22,0.0,0.42,0.0,0.0,1.97,1.77,0.0,0.0
21506,0.5,0.57,5,2,23,1.84,0.0,0.9,0.9,0.9,1.23,0.94,0.0
21507,0.5,0.57,5,2,24,0.0,0.0,0.13,0.77,0.0,0.29,0.0,0.0
21508,0.5,0.57,5,2,25,0.81,0.0,0.26,0.0,1.0,1.0,0.03,0.1
21509,0.5,0.57,5,2,26,0.94,0.0,1.0,0.0,1.87,1.55,0.77,0.0
21510,0.5,0.57,5,2,27,1.97,0.52,0.97,0.0,0.1,1.68,0.0,0.0
21511,0.5,0.57,5,2,28,0.0,0.48,0.0,0.0,1.0,4.0,0.0,0.0
21512,0.5,0.57,5,2,29,0.0,1.0,0.0,0.77,0.0,1.06,0.0,0.0
21513,0.5,0.57,5,2,30,0.77,0.16,0.29,1.9,0.0,0.35,0.0,0.0
21514,0.5,0.57,5,2,31,1.03,0.0,0.0,0.0,1.55,1.74,0.0,0.0
21515,0.5,0.57,5,2,32,0.19,0.87,0.9,0.06,1.48,2.55,0.0,0.0
21516,0.5,0.57,5,2,33,0.77,0.13,0.16,0.84,0.0,1.19,0.0,1.0
21517,0.5,0.57,5,2,34,0.68,0.97,0.0,1.9,1.19,3.42,0.0,0.0
21518,0.5,0.57,5,2,35,0.0,0.0,0.81,0.0,0.87,2.9,0.0,0.97
21519,0.5,0.57,5,2,36,0.03,0.0,1.0,0.0,0.03,0.23,0.0,0.0
21520,0.5,0.57,5,2,37,1.06,0.0,0.74,0.03,1.0,1.71,0.94,0.0
21521,0.5,0.57,5,2,38,1.23,0.87,0.48,0.03,2.1,2.26,0.0,0.0
21522,0.5,0.57,5,2,39,0.0,0.48,0.0,0.84,1.77,3.03,0.0,0.0
21523,0.5,0.57,5,3,1,0.29,0.55,0.94,0.97,0.81,0.03,0.71,0.0
21524,0.5,0.57,5,3,2,0.87,0.68,0.13,1.94,2.77,1.48,0.97,0.74
21525,0.5,0.57,5,3,3,0.16,0.0,0.0,0.9,2.35,5.23,1.0,0.26
21526,0.5,0.57,5,3,4,0.84,0.13,0.0,0.0,0.0,1.16,0.0,0.0
21527,0.5,0.57,5,3,5,0.97,0.0,0.45,0.77,0.0,1.0,0.0,0.0
21528,0.5,0.57,5,3,6,0.9,0.0,0.9,0.87,0.0,1.32,0.0,0.0
21529,0.5,0.57,5,3,7,0.0,1.13,0.0,1.0,0.68,3.23,0.0,0.0
21530,0.5,0.57,5,3,8,1.26,0.52,0.0,0.77,0.0,3.9,0.0,0.0
21531,0.5,0.57,5,3,9,0.19,0.97,0.0,1.61,0.06,1.19,0.0,1.84
21532,0.5,0.57,5,3,10,0.0,0.0,0.84,0.94,0.9,0.42,0.13,0.55
21533,0.5,0.57,5,3,11,0.55,0.16,0.97,0.19,0.0,0.52,0.0,0.94
21534,0.5,0.57,5,3,12,1.16,0.0,0.0,0.9,0.97,2.1,0.0,0.0
21535,0.5,0.57,5,3,13,0.97,0.35,0.23,0.0,0.0,0.1,0.0,0.0
21536,0.5,0.57,5,3,14,0.0,0.23,0.0,0.0,0.0,2.1,0.0,0.0
21537,0.5,0.57,5,3,15,0.0,0.52,0.0,0.19,1.48,2.35,0.0,0.0
21538,0.5,0.57,5,3,16,0.65,0.0,0.19,0.0,1.1,1.16,0.0,0.0
21539,0.5,0.57,5,3,17,0.0,0.0,0.97,0.0,1.48,1.06,0.9,0.26
21540,0.5,0.57,5,3,18,0.0,0.35,0.03,0.81,0.0,0.29,0.0,0.0
21541,0.5,0.57,5,3,19,0.0,0.74,0.0,0.94,0.58,2.77,0.0,0.0
21542,0.5,0.57,5,3,20,0.0,0.94,0.0,0.0,0.0,2.52,0.0,0.0
21543,0.5,0.57,5,3,21,0.0,0.0,0.0,0.84,1.58,1.94,0.0,0.42
21544,0.5,0.57,5,3,22,0.1,0.03,0.48,0.0,0.58,1.9,0.0,0.0
21545,0.5,0.57,5,3,23,0.0,0.0,0.0,0.0,0.16,2.94,0.0,0.0
21546,0.5,0.57,5,3,24,0.0,2.23,0.0,0.0,0.61,2.58,0.0,0.0
21547,0.5,0.57,5,3,25,0.0,0.13,0.74,0.1,1.03,0.71,0.0,0.0
21548,0.5,0.57,5,3,26,0.94,0.0,0.97,0.0,0.61,3.35,0.0,0.0
21549,0.5,0.57,5,3,27,0.81,0.77,1.0,0.19,0.0,1.19,0.0,0.0
21550,0.5,0.57,5,3,28,0.0,0.13,0.0,1.0,0.0,1.74,0.0,0.26
21551,0.5,0.57,5,3,29,0.65,0.68,0.0,0.06,1.13,2.81,0.0,0.0
21552,0.5,0.57,5,3,30,1.48,0.58,0.23,0.45,1.9,1.0,0.0,0.0
21553,0.5,0.57,5,3,31,0.94,0.0,1.0,0.0,1.0,1.06,0.0,0.0
21554,0.5,0.57,5,3,32,1.74,0.65,0.97,0.84,0.84,2.94,0.55,0.0
21555,0.5,0.57,5,3,33,0.74,0.0,0.0,0.0,2.48,3.77,0.0,0.0
21556,0.5,0.57,5,3,34,0.48,0.0,0.1,0.71,1.45,1.87,0.0,0.0
21557,0.5,0.57,5,3,35,0.81,0.26,0.68,0.29,1.19,1.55,0.0,0.0
21558,0.5,0.57,5,3,36,0.48,1.16,0.0,0.81,1.77,2.06,0.0,0.03
21559,0.5,0.57,5,3,37,1.39,0.0,1.1,0.52,0.0,0.0,0.0,0.0
21560,0.5,0.57,5,3,38,0.55,0.65,0.0,0.0,0.39,3.39,0.0,0.0
21561,0.5,0.57,5,3,39,0.0,0.52,0.0,0.42,0.1,1.81,0.0,0.0
21562,0.5,0.57,5,3,40,0.9,0.03,0.0,0.84,1.0,2.45,0.0,0.0
21563,0.5,0.57,5,3,41,0.03,0.23,0.68,0.0,1.23,2.03,0.0,0.0
21564,0.5,0.57,5,3,42,0.03,0.06,0.13,0.0,0.13,1.97,0.0,0.0
21565,0.5,0.57,5,3,43,0.65,0.97,0.0,0.16,0.77,0.52,0.0,0.0
21566,0.5,0.57,5,4,1,0.84,0.03,0.0,0.03,0.9,0.26,0.0,0.0
21567,0.5,0.57,5,4,2,0.0,0.58,0.0,0.0,0.29,3.06,0.0,0.0
21568,0.5,0.57,5,4,3,0.29,0.06,0.74,0.0,1.19,2.52,0.0,0.0
21569,0.5,0.57,5,4,4,0.03,1.0,0.0,0.35,1.19,4.1,0.0,0.23
21570,0.5,0.57,5,4,5,0.0,0.65,0.03,0.48,2.35,1.45,0.0,0.0
21571,0.5,0.57,5,4,6,0.0,0.61,0.0,1.19,0.97,0.06,0.0,0.0
21572,0.5,0.57,5,4,7,0.0,0.0,0.0,0.0,0.03,2.32,0.0,0.0
21573,0.5,0.57,5,4,8,0.0,0.16,0.0,0.87,0.87,0.94,0.0,0.74
21574,0.5,0.57,5,4,9,0.0,0.0,0.0,0.94,1.0,0.9,0.0,0.0
21575,0.5,0.57,5,4,10,0.0,0.0,0.0,0.9,1.06,2.94,0.0,1.0
21576,0.5,0.57,5,4,11,0.97,0.61,0.29,0.94,1.29,0.48,0.0,0.71
21577,0.5,0.57,5,4,12,0.87,0.9,0.0,0.0,0.42,2.35,0.0,0.0
21578,0.5,0.57,5,4,13,1.87,0.55,0.0,1.97,2.0,0.03,0.0,0.0
21579,0.5,0.57,5,4,14,0.0,0.0,0.77,0.0,0.97,1.03,0.0,0.0
21580,0.5,0.57,5,4,15,0.32,0.1,0.0,0.9,1.35,4.0,0.0,0.0
21581,0.5,0.57,5,4,16,0.0,0.0,0.0,0.0,1.26,2.26,0.0,0.0
21582,0.5,0.57,5,4,17,0.77,0.97,0.0,1.71,1.65,1.52,0.0,0.0
21583,0.5,0.57,5,4,18,0.35,0.81,0.0,0.0,0.35,0.16,0.0,0.0
21584,0.5,0.57,5,4,19,0.71,0.9,0.97,1.97,0.39,1.23,0.0,0.0
21585,0.5,0.57,5,4,20,1.68,0.32,0.9,0.0,0.0,1.84,0.0,0.0
21586,0.5,0.57,5,4,21,0.06,0.68,0.13,0.0,0.68,0.13,0.0,0.0
21587,0.5,0.57,5,4,22,0.0,0.0,0.0,0.87,1.81,1.35,0.0,0.0
21588,0.5,0.57,5,4,23,0.03,0.0,0.52,0.0,1.16,3.77,0.0,0.03
21589,0.5,0.57,5,4,24,0.26,0.16,1.0,0.97,0.94,1.45,0.0,0.0
21590,0.5,0.57,5,4,25,0.0,0.48,0.52,0.0,0.61,2.39,0.0,0.0
21591,0.5,0.57,5,4,26,0.87,0.0,1.0,0.0,2.32,1.61,0.0,0.0
21592,0.5,0.57,5,4,27,0.0,0.29,0.0,0.1,0.0,2.06,0.0,0.0
21593,0.5,0.57,5,4,28,1.55,0.0,0.06,0.68,0.94,0.68,0.81,0.0
21594,0.5,0.57,5,4,29,0.0,0.0,0.0,1.0,0.03,1.55,0.0,0.0
21595,0.5,0.57,5,4,30,0.71,0.0,0.0,0.61,0.45,0.84,0.0,0.03
21596,0.5,0.57,5,4,31,0.87,0.0,0.77,0.68,0.0,3.26,0.0,0.0
21597,0.5,0.57,5,4,32,0.81,0.61,0.61,0.0,0.71,2.13,0.0,0.0
21598,0.5,0.57,5,4,33,0.1,0.68,0.03,0.23,1.0,1.42,0.0,0.9
21599,0.5,0.57,5,4,34,0.03,0.0,0.0,1.0,0.87,1.06,0.0,0.0
21600,0.5,0.57,5,4,35,0.0,0.0,0.0,0.0,1.74,3.0,0.0,0.0
21601,0.5,0.57,5,4,36,0.97,0.0,0.0,0.19,1.1,4.0,0.0,0.97
21602,0.5,0.57,5,5,1,0.9,0.77,0.0,0.97,0.0,0.81,0.0,0.0
21603,0.5,0.57,5,5,2,0.97,1.81,0.0,0.29,0.26,3.19,0.0,0.0
21604,0.5,0.57,5,5,3,0.0,0.0,0.29,0.55,0.48,1.29,0.0,0.0
21605,0.5,0.57,5,5,4,0.16,0.71,0.0,0.0,1.74,2.52,0.0,0.19
21606,0.5,0.57,5,5,5,0.42,0.58,0.0,0.0,1.23,2.55,0.0,0.0
21607,0.5,0.57,5,5,6,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0
21608,0.5,0.57,5,5,7,0.9,0.61,0.0,0.16,0.0,1.42,0.0,0.0
21609,0.5,0.57,5,5,8,0.68,1.06,0.0,0.1,0.0,0.48,0.0,0.0
21610,0.5,0.57,5,5,9,0.0,1.74,1.0,0.29,0.9,1.52,0.94,0.0
21611,0.5,0.57,5,5,10,0.13,0.58,0.97,0.97,0.77,1.87,0.0,0.0
21612,0.5,0.57,5,5,11,0.61,0.1,0.35,0.0,0.16,1.1,0.0,0.0
21613,0.5,0.57,5,5,12,0.0,0.0,0.0,0.0,0.39,3.03,0.0,0.06
21614,0.5,0.57,5,5,13,0.84,1.06,0.94,0.87,2.84,0.0,0.0,0.97
21615,0.5,0.57,5,5,14,0.13,0.06,1.1,0.71,0.87,1.55,0.0,0.0
21616,0.5,0.57,5,5,15,0.71,0.97,0.13,0.81,0.39,0.9,0.0,0.97
21617,0.5,0.57,5,5,16,1.35,0.0,0.32,0.0,0.32,2.19,0.0,0.0
21618,0.5,0.57,5,5,17,0.77,0.65,0.0,0.42,0.55,2.94,0.0,0.0
21619,0.5,0.57,5,5,18,0.0,0.0,0.42,0.0,1.61,2.58,0.0,0.0
21620,0.5,0.57,5,5,19,0.0,1.0,0.74,0.0,0.81,1.71,0.0,0.0
21621,0.5,0.57,5,5,20,0.81,0.03,0.13,0.0,2.06,3.13,0.0,0.0
21622,0.5,0.57,5,5,21,0.61,0.52,1.13,0.0,1.65,1.48,0.0,0.0
21623,0.5,0.57,5,5,22,0.48,0.9,0.0,2.26,0.39,1.9,0.0,0.0
21624,0.5,0.57,5,5,23,1.61,1.0,0.0,0.0,0.58,1.19,0.0,0.0
21625,0.5,0.57,5,5,24,0.13,0.0,0.9,0.0,0.0,1.71,0.0,0.0
21626,0.5,0.57,5,5,25,0.84,0.0,0.13,0.0,0.0,1.35,0.0,0.0
21627,0.5,0.57,5,5,26,0.0,1.0,0.0,0.42,1.0,1.1,0.0,0.0
21628,0.5,0.57,5,5,27,0.0,0.81,0.0,0.0,0.29,3.52,0.0,0.0
21629,0.5,0.57,5,5,28,0.74,0.1,0.0,1.0,1.97,2.97,0.42,0.0
21630,0.5,0.57,5,5,29,0.87,1.0,0.0,1.32,2.9,2.03,0.0,0.03
21631,0.5,0.57,5,5,30,0.61,0.0,0.97,0.42,0.9,1.84,0.0,0.0
21632,0.5,0.57,5,5,31,1.19,0.03,0.0,1.94,1.77,2.26,0.0,0.0
21633,0.5,0.57,5,5,32,0.87,0.0,0.84,0.0,1.1,1.68,0.0,0.0
21634,0.5,0.57,5,5,33,0.68,0.52,0.1,1.0,1.58,3.45,0.0,0.48
21635,0.5,0.57,5,5,34,0.0,0.94,0.0,0.0,0.0,2.0,0.77,0.0
21636,0.5,0.57,5,5,35,0.0,0.23,0.0,0.0,0.77,3.74,0.0,0.0
21637,0.5,0.57,5,5,36,0.1,0.0,0.1,0.29,0.32,1.0,0.0,0.0
21638,0.5,0.57,5,5,37,1.19,0.87,0.48,1.0,1.0,0.06,0.97,1.0
21639,0.5,0.57,5,5,38,0.61,0.0,0.81,0.1,0.0,1.65,0.0,0.71
21640,0.5,0.57,5,5,39,0.52,0.0,0.0,0.0,0.0,0.26,0.0,0.0
21641,0.5,0.57,5,5,40,0.0,1.23,0.0,0.71,0.52,1.26,0.0,0.45
21642,0.5,0.57,5,5,41,0.97,0.06,0.0,1.97,0.13,0.03,0.0,0.0
21643,0.625,0.57,5,1,1,0.0,0.23,0.0,0.0,0.94,1.39,0.0,0.0
21644,0.625,0.57,5,1,2,0.06,2.39,0.0,0.61,0.81,3.42,0.0,0.0
21645,0.625,0.57,5,1,3,0.77,0.0,0.0,1.13,0.19,2.39,0.97,0.71
21646,0.625,0.57,5,1,4,0.84,0.03,0.0,1.0,0.0,0.0,0.0,0.0
21647,0.625,0.57,5,1,5,0.06,0.55,0.0,0.29,1.29,4.77,0.0,0.0
21648,0.625,0.57,5,1,6,0.0,0.74,0.0,0.58,0.94,1.42,0.0,0.74
21649,0.625,0.57,5,1,7,1.0,0.0,1.19,0.58,0.03,1.23,0.0,0.0
21650,0.625,0.57,5,1,8,0.0,0.03,0.0,0.03,0.0,3.13,0.0,0.32
21651,0.625,0.57,5,1,9,0.32,0.35,0.0,1.84,0.03,1.58,0.0,0.87
21652,0.625,0.57,5,1,10,0.81,0.0,0.0,0.19,1.94,1.55,0.0,0.13
21653,0.625,0.57,5,1,11,0.0,0.0,0.94,0.13,0.97,1.03,0.0,0.0
21654,0.625,0.57,5,1,12,0.1,0.45,0.0,0.03,0.81,1.29,0.0,0.0
21655,0.625,0.57,5,1,13,1.0,0.0,0.16,0.0,0.87,3.61,0.0,0.0
21656,0.625,0.57,5,1,14,1.68,0.29,1.19,0.48,0.9,0.45,0.0,0.97
21657,0.625,0.57,5,1,15,1.23,0.94,0.0,0.74,0.94,1.32,0.0,0.0
21658,0.625,0.57,5,1,16,0.26,0.13,0.0,0.94,0.77,2.77,0.0,1.0
21659,0.625,0.57,5,1,17,0.74,1.0,0.0,1.74,0.71,2.58,0.0,0.0
21660,0.625,0.57,5,1,18,1.0,0.0,0.0,0.97,0.0,1.32,0.0,0.68
21661,0.625,0.57,5,1,19,0.0,0.9,0.0,0.0,0.0,0.29,0.0,0.0
21662,0.625,0.57,5,1,20,0.61,0.0,1.23,0.1,1.19,0.0,0.0,0.71
21663,0.625,0.57,5,1,21,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0
21664,0.625,0.57,5,1,22,0.1,1.03,0.0,1.0,0.13,4.13,0.0,0.0
21665,0.625,0.57,5,1,23,0.94,0.0,0.0,0.48,0.0,0.16,0.0,0.0
21666,0.625,0.57,5,1,24,0.03,1.0,0.0,0.77,0.1,2.16,0.0,0.0
21667,0.625,0.57,5,1,25,0.55,1.94,0.0,1.94,0.81,0.84,0.0,0.0
21668,0.625,0.57,5,1,26,0.48,0.0,0.94,0.26,0.55,1.74,0.0,0.9
21669,0.625,0.57,5,1,27,1.0,0.0,0.9,0.1,0.39,1.68,0.0,0.0
21670,0.625,0.57,5,1,28,0.19,0.16,1.0,0.71,0.42,1.29,0.0,0.0
21671,0.625,0.57,5,1,29,0.65,0.03,0.0,1.0,0.9,2.71,0.0,0.0
21672,0.625,0.57,5,1,30,0.0,2.03,0.0,0.29,0.55,1.55,0.0,0.0
21673,0.625,0.57,5,1,31,0.84,0.97,0.0,0.45,1.03,2.26,0.0,0.0
21674,0.625,0.57,5,1,32,0.0,0.13,0.0,1.0,1.74,3.1,0.0,0.0
21675,0.625,0.57,5,1,33,0.1,0.0,0.13,0.0,0.97,0.68,0.0,0.0
21676,0.625,0.57,5,1,34,0.0,0.97,0.0,0.19,0.06,2.97,0.0,0.71
21677,0.625,0.57,5,1,35,0.94,0.61,0.0,0.97,0.87,2.48,0.0,0.0
21678,0.625,0.57,5,1,36,0.0,0.0,1.06,0.0,2.58,2.97,0.0,0.0
21679,0.625,0.57,5,1,37,1.39,0.03,0.0,0.0,0.13,1.61,0.0,0.0
21680,0.625,0.57,5,1,38,0.0,0.0,0.58,0.0,0.48,1.52,0.0,0.0
21681,0.625,0.57,5,1,39,0.32,0.52,0.0,0.0,0.71,4.52,0.0,0.0
21682,0.625,0.57,5,1,40,0.48,0.0,1.87,0.48,1.0,0.81,0.0,0.0
21683,0.625,0.57,5,1,41,0.55,0.13,0.0,0.0,0.0,2.42,0.0,0.0
21684,0.625,0.57,5,2,1,1.13,0.03,0.0,0.97,1.35,3.65,0.0,0.0
21685,0.625,0.57,5,2,2,0.0,0.68,0.0,0.9,0.9,3.1,0.0,0.0
21686,0.625,0.57,5,2,3,0.0,0.03,0.55,0.0,1.0,1.97,0.0,0.0
21687,0.625,0.57,5,2,4,0.1,0.16,0.29,1.0,0.0,1.32,0.0,0.0
21688,0.625,0.57,5,2,5,0.0,0.0,0.0,0.0,0.97,4.03,0.0,1.0
21689,0.625,0.57,5,2,6,0.84,0.87,0.0,0.84,1.35,5.84,0.0,0.0
21690,0.625,0.57,5,2,7,0.0,0.0,0.0,0.0,0.39,1.39,0.0,0.0
21691,0.625,0.57,5,2,8,1.61,1.03,0.0,1.94,1.32,1.94,0.0,0.0
21692,0.625,0.57,5,2,9,0.0,0.16,0.0,0.45,0.74,4.48,0.0,0.77
21693,0.625,0.57,5,2,10,1.0,1.03,0.0,0.48,0.03,2.39,0.0,0.0
21694,0.625,0.57,5,2,11,0.87,0.0,0.0,0.0,1.97,4.42,0.0,0.0
21695,0.625,0.57,5,2,12,0.9,0.71,0.0,0.0,0.32,0.81,0.0,0.0
21696,0.625,0.57,5,2,13,0.0,0.13,0.0,0.0,1.32,3.26,0.0,0.0
21697,0.625,0.57,5,2,14,1.84,0.0,0.0,0.0,0.0,1.0,0.74,0.0
21698,0.625,0.57,5,2,15,0.84,0.0,1.1,0.0,0.9,1.16,0.0,0.81
21699,0.625,0.57,5,2,16,0.94,0.81,0.0,0.9,0.94,0.58,0.0,0.0
21700,0.625,0.57,5,2,17,0.0,0.26,1.0,0.0,0.97,2.58,0.0,1.0
21701,0.625,0.57,5,2,18,0.77,0.0,0.97,0.0,0.29,1.26,0.0,0.87
21702,0.625,0.57,5,2,19,0.9,0.19,0.06,0.0,0.77,2.71,0.0,0.0
21703,0.625,0.57,5,2,20,0.97,0.29,0.32,0.0,2.39,1.32,0.0,0.0
21704,0.625,0.57,5,2,21,1.16,1.0,0.9,0.03,1.03,3.06,0.0,0.0
21705,0.625,0.57,5,2,22,0.19,0.39,1.0,0.19,0.97,2.61,0.0,1.0
21706,0.625,0.57,5,2,23,1.0,0.0,1.0,0.0,1.55,1.1,0.0,0.0
21707,0.625,0.57,5,2,24,0.0,0.48,0.0,0.0,1.68,1.87,0.0,0.45
21708,0.625,0.57,5,2,25,0.52,0.0,0.29,0.16,0.94,1.03,0.0,0.0
21709,0.625,0.57,5,2,26,1.39,0.16,0.94,1.1,1.13,0.0,0.0,0.0
21710,0.625,0.57,5,2,27,0.29,0.0,0.71,0.1,1.13,1.39,0.0,0.74
21711,0.625,0.57,5,2,28,0.68,0.19,1.0,0.0,0.0,3.58,0.0,0.0
21712,0.625,0.57,5,2,29,0.71,0.29,0.0,0.0,0.68,2.0,0.0,0.06
21713,0.625,0.57,5,2,30,1.0,0.0,0.0,0.0,0.97,1.39,0.0,0.0
21714,0.625,0.57,5,2,31,0.0,0.06,0.9,1.03,0.32,1.26,0.0,0.06
21715,0.625,0.57,5,2,32,0.0,0.0,0.74,0.0,1.0,0.1,0.94,0.94
21716,0.625,0.57,5,2,33,1.71,0.58,1.42,1.58,1.32,0.26,0.0,0.0
21717,0.625,0.57,5,2,34,0.19,0.1,0.06,0.94,0.45,2.45,0.0,0.0
21718,0.625,0.57,5,2,35,0.65,0.0,0.0,0.0,0.0,1.9,0.0,0.16
21719,0.625,0.57,5,2,36,0.0,1.0,0.1,0.97,0.97,2.71,0.0,0.0
21720,0.625,0.57,5,2,37,1.06,0.74,0.32,1.26,2.45,0.87,0.84,0.0
21721,0.625,0.57,5,2,38,0.0,0.94,0.0,0.84,0.03,4.16,0.0,0.48
21722,0.625,0.57,5,2,39,0.23,0.0,0.84,0.87,1.68,2.71,0.0,0.0
21723,0.625,0.57,5,3,1,0.61,0.06,0.0,0.0,0.77,1.19,0.0,0.23
21724,0.625,0.57,5,3,2,1.0,0.9,0.0,0.84,0.87,0.9,0.0,0.0
21725,0.625,0.57,5,3,3,0.94,0.97,0.0,0.94,0.0,3.13,0.0,0.0
21726,0.625,0.57,5,3,4,0.0,1.0,0.0,0.71,0.9,3.39,0.0,0.0
21727,0.625,0.57,5,3,5,0.0,0.29,0.0,0.58,0.0,2.0,0.0,0.0
21728,0.625,0.57,5,3,6,0.0,1.0,0.0,0.74,1.87,2.9,0.0,0.0
